,sentence,sent_length,end_of_par,final_punct,final_word
1024,"""But yeh must know about yer mom and dad,"" he said.",51,0,.,said.
1025,"""I mean, they're famous.",24,0,.,famous.
1026,"You're famous.""
",16,1,"""","famous.""
"
1027,"""What?",6,0,?,"""What?"
1028,"My - my mom and dad weren't famous, were they?""
",48,1,"""","they?""
"
1029,"""Yeh don' know ... yeh don' know ..."" Hagrid ran his fingers through his hair, fixing Harry with a bewildered stare.
",117,1,.,"stare.
"
1030,"""Yeh don' know what yeh are?""",29,0,"""","are?"""
1031,"he said finally.
",17,1,.,"finally.
"
1032,"Uncle Vernon suddenly found his voice.
",39,1,.,"voice.
"
1033,"""Stop!""",7,0,"""","""Stop!"""
1034,he commanded.,13,0,.,commanded.
1035,"""Stop right there, sir!",23,0,!,sir!
1036,"I forbid you to tell the boy anything!""
",40,1,"""","anything!""
"
1037,"A braver man than Vernon Dursley would have quailed under the furious look Hagrid now gave him; when Hagrid spoke, his every syllable trembled with rage.
",154,1,.,"rage.
"
1038,"""You never told him?",20,0,?,him?
1039,Never told him what was in the letter Dumbledore left fer him?,62,0,?,him?
1040,I was there!,12,0,!,there!
1041,"I saw Dumbledore leave it, Dursley!",35,0,!,Dursley!
1042,"An' you've kept it from him all these years?""
",46,1,"""","years?""
"
1043,"""Kept what from me?""",20,0,"""","me?"""
1044,"said Harry eagerly.
",20,1,.,"eagerly.
"
1045,"""STOP!",6,0,!,"""STOP!"
1046,"I FORBID YOU!""",14,0,"""","YOU!"""
1047,"yelled Uncle Vernon in panic.
",30,1,.,"panic.
"
1048,"Aunt Petunia gave a gasp of horror.
",36,1,.,"horror.
"
1049,"""Ah, go boil yer heads, both of yeh,"" said Hagrid.",50,0,.,Hagrid.
1050,"""Harry - yer a wizard.""
",24,1,"""","wizard.""
"
1051,There was silence inside the hut.,33,0,.,hut.
1052,"Only the sea and the whistling wind could be heard.
",52,1,.,"heard.
"
1053,"""I'm a what?""",13,0,"""","what?"""
1054,"gasped Harry.
",14,1,.,"Harry.
"
1055,"""A wizard, o' course,"" said Hagrid, sitting back down on the sofa, which groaned and sank even lower, ""an' athumpin' good'un, I'd say, once yeh've been trained up a bit.",169,0,.,bit.
1056,"With a mum an' dad like yours, what else would yeh be?",54,0,?,be?
1057,"An' I reckon it's abou' time yeh read yer letter.""
",51,1,"""","letter.""
"
1058,"Harry stretched out his hand at last to take the yellowish envelope, addressed in emerald green to Mr. H. Potter, The Floor, Hut-on-the-Rock, The Sea.",150,0,.,Sea.
1059,"He pulled out the letter and read:
",35,1,:,"read:
"
1060,"HOGWARTS SCHOOL OF WITCHCRAFT and WIZARDRY
",43,1,Y,"WIZARDRY
"
1061,"Headmaster: ALBUS DUMBLEDORE
",29,1,E,"DUMBLEDORE
"
1062,"(Order of Merlin, First Class, Grand Sore., Chf.",48,0,.,Chf.
1063,"Warlock, Supreme Mugwump, International Confed.",47,0,.,Confed.
1064,"of Wizards)
",12,1,),"Wizards)
"
1065,"Dear Mr. Potter,
",17,1,",","Potter,
"
1066,We are pleased to inform you that you have been accepted at Hogwarts School of Witchcraft and Wizardry.,103,0,.,Wizardry.
1067,"Please find enclosed a list of all necessary books and equipment.
",66,1,.,"equipment.
"
1068,Term begins on September 1.,27,0,.,1
1069,"We await your owl by no later than July 31.
",44,1,.,"31.
"
1070,"Yours sincerely,
",17,1,",","sincerely,
"
1071,"Minerva McGonagall,
",20,1,",","McGonagall,
"
1072,"Deputy Headmistress
",20,1,s,"Headmistress
"
1073,Questions exploded inside Harry's head like fireworks and he couldn't decide which to ask first.,96,0,.,first.
1074,"After a few minutes he stammered, ""What does it mean, they await my owl?""
",74,1,"""","owl?""
"
1075,"""Gallopin' Gorgons, that reminds me,"" said Hagrid, clapping a hand to his forehead with enough force to knock over a cart horse, and from yet another pocket inside his overcoat he pulled an owl - a real, live, rather ruffled-looking owl - a long quill, and a roll of parchment.",277,0,.,parchment.
1076,"With his tongue between his teeth he scribbled a note that Harry could read upside down:
",89,1,:,"down:
"
1077,"Dear Professor Dumbledore, Given Harry his letter.",50,0,.,letter.
1078,Taking him to buy his things tomorrow.,38,0,.,tomorrow.
1079,Weather's horrible.,19,0,.,horrible.
1080,"Hope you're well.
",18,1,.,"well.
"
1081,"Hagrid
",7,1,d,"Hagrid
"
1082,"Hagrid rolled up the note, gave it to the owl, which clamped it in its beak, went to the door, and threw the owl out into the storm.",132,0,.,storm.
1083,"Then he came back and sat down as though this was as normal as talking on the telephone.
",89,1,.,"telephone.
"
1084,"Harry realized his mouth was open and closed it quickly.
",57,1,.,"quickly.
"
1085,"""Where was I?""",14,0,"""","I?"""
1086,"said Hagrid, but at that moment,
",33,1,",","moment,
"
1087,"Uncle Vernon, still ashen-faced but looking very angry, moved into the firelight.
",82,1,.,"firelight.
"
1088,"""He's not going,"" he said.
",27,1,.,"said.
"
1089,"Hagrid grunted.
",16,1,.,"grunted.
"
1090,"""I'd like ter see a great Muggle like you stop him,"" he said.
",62,1,.,"said.
"
1091,"""A what?""",9,0,"""","what?"""
1092,"said Harry, interested.
",24,1,.,"interested.
"
1093,"""A Muggle,"" said Hagrid, ""it's what we call nonmagic folk like them.",68,0,.,them.
1094,"An' it's your bad luck you grew up in a family o' the biggest Muggles I ever laid eyes on.""
",92,1,"""","on.""
"
1095,"""We swore when we took him in we'd put a stop to that rubbish,"" said Uncle Vernon, ""swore we'd stamp it out of him!",115,0,!,him!
1096,"Wizard indeed!""
",16,1,"""","indeed!""
"
1097,"""You knew?""",11,0,"""","knew?"""
1098,said Harry.,11,0,.,Harry.
1099,"""You knew I'm a - a wizard?""
",29,1,"""","wizard?""
"
1100,"""Knew!""",7,0,"""","""Knew!"""
1101,shrieked Aunt Petunia suddenly.,31,0,.,suddenly.
1102,"""Knew\ Of course we knew!",25,0,!,knew!
1103,"How could you not be, my dratted sister being what she was?",59,0,?,was?
1104,"Oh, she got a letter just like that and disappeared off to that - that school - and came home every vacation with her pockets full of frog spawn, turning teacups into rats.",172,0,.,rats.
1105,"I was the only one who saw her for what she was - a freak!
",59,1,!,"freak!
"
1106,"But for my mother and father, oh no, it was Lily this and Lily that, they were proud of having a witch in the family!""
",119,1,"""","family!""
"
1107,She stopped to draw a deep breath and then went ranting on.,59,0,.,on.
1108,"It seemed she had been wanting to say all this for years.
",58,1,.,"years.
"
1109,"""Then she met that Potter at school and they left and got married and had you, and of course I knew you'd be just the same, just as strange, just as - as - abnormal - and then, if you please, she went and got herself blown up and we got landed with you!""
",255,1,"""","you!""
"
1110,Harry had gone very white.,26,0,.,white.
1111,"As soon as he found his voice he said, ""Blown up?",49,0,?,up?
1112,"You told me they died in a car crash!""
",39,1,"""","crash!""
"
1113,"""CAR CRASH!""",12,0,"""","CRASH!"""
1114,"roared Hagrid, jumping up so angrily that the Dursleys scuttled back to their corner.",85,0,.,corner.
1115,"""How could a car crash kill Lily an' James Potter?",50,0,?,Potter?
1116,It's an outrage!,16,0,!,outrage!
1117,A scandal!,10,0,!,scandal!
1118,"Harry Potter not knowin' his own story when every kid in our world knows his name!""
",84,1,"""","name!""
"
1119,"""But why?",9,0,?,why?
1120,"What happened?""",15,0,"""","happened?"""
1121,"Harry asked urgently.
",22,1,.,"urgently.
"
1122,The anger faded from Hagrid's face.,35,0,.,face.
1123,"He looked suddenly anxious.
",28,1,.,"anxious.
"
1124,"""I never expected this,"" he said, in a low, worried voice.",58,0,.,voice.
1125,"""I had no idea, when Dumbledore told me there might be trouble gettin' hold of yeh, how much yeh didn't know.",109,0,.,know.
1126,"Ah, Harry, I don' know if I'm the right person ter tell yeh - but someone's gotta - yeh can't go off ter Hogwarts not knowin'.""
",128,1,"""","knowin'.""
"
1127,"He threw a dirty look at the Dursleys.
",39,1,.,"Dursleys.
"
1128,"""Well, it's best yeh know as much as I can tell yeh - mind, I can't tell yeh everythin', it's a great myst'ry, parts of it.",123,0,.,it.
1129,"...""
",5,1,"""","...""
"
1130,"He sat down, stared into the fire for a few seconds, and then said, ""It begins, I suppose, with - with a person called - but it's incredible yeh don't know his name, everyone in our world knows - ""
",198,1,"""","""
"
1131,"""Who?""
",7,1,"""","""Who?""
"
1132,"""Well - I don' like sayin' the name if I can help it.",53,0,.,it.
1133,"No one does.""
",14,1,"""","does.""
"
1134,"""Why not?""
",11,1,"""","not?""
"
1135,"""Gulpin' gargoyles, Harry, people are still scared.",51,0,.,scared.
1136,"Blimey, this is difficult.",26,0,.,difficult.
1137,"See, there was this wizard who went ... bad.",44,0,.,bad.
1138,As bad as you could go.,23,0,.,go.
1139,Worse.,6,0,.,Worse.
1140,Worse than worse.,17,0,.,worse.
1141,"His name was ...""
",18,1,"""","...""
"
1142,"Hagrid gulped, but no words came out.
",38,1,.,"out.
"
1143,"""Could you write it down?""",26,0,"""","down?"""
1144,"Harry suggested.
",17,1,.,"suggested.
"
1145,"""Nah - can't spell it.",22,0,.,it.
1146,"All right - Voldemort.""",23,0,"""","Voldemort."""
1147,Hagrid shuddered.,17,0,.,shuddered.
1148,"""Don' make me say it again.",27,0,.,again.
1149,"Anyway, this -this wizard, about twenty years ago now, started lookin' fer followers.",85,0,.,followers.
1150,"Got 'em, too - some were afraid, some just wanted a bit o' his power, 'cause he was gettin' himself power, all right.",117,0,.,right.
1151,"Dark days, Harry.",17,0,.,Harry.
1152,"Didn't know who ter trust, didn't dare get friendly with strange wizards or witches .",85,0,.,.
1153,.,1,0,.,.
1154,.,1,0,.,.
1155,terrible things happened.,25,0,.,happened.
1156,He was takin' over.,19,0,.,over.
1157,"'Course, some stood up to him - an' he killed 'em.",50,0,.,'em.
1158,Horribly.,9,0,.,Horribly.
1159,One o' the only safe places left was Hogwarts.,46,0,.,Hogwarts.
1160,Reckon Dumbledore's the only one You-Know-Who was afraid of.,60,0,.,of.
1161,"Didn't dare try takin' the school, not jus' then, anyway.
",58,1,.,"anyway.
"
1162,"""Now, yer mum an' dad were as good a witch an' wizard as I ever knew.",69,0,.,knew.
1163,Head boy an' girl at Hogwarts in their day!,43,0,!,day!
1164,Suppose the myst'ry is why You-Know- Who never tried to get 'em on his side before .,84,0,.,.
1165,.,1,0,.,.
1166,.,1,0,.,.
1167,"probably knew they were too close ter Dumbledore ter want anythin' ter do with the Dark Side.
",94,1,.,"Side.
"
1168,"""Maybe he thought he could persuade 'em ... maybe he just wanted 'em outta the way.",83,0,.,way.
1169,"All anyone knows is, he turned up in the village where you was all living, on Halloween ten years ago.",102,0,.,ago.
1170,You was just a year old.,24,0,.,old.
1171,"He came ter yer house an' - an' - ""
",36,1,"""","""
"
1172,"Hagrid suddenly pulled out a very dirty, spotted handkerchief and blew his nose with a sound like a foghorn.
",109,1,.,"foghorn.
"
1173,"""Sorry,"" he said.",17,0,.,said.
1174,"""But it's that sad - knew yer mum an' dad, an' nicer people yeh couldn't find - anyway
",87,1,y,"anyway
"
1175,"""You-Know-Who killed 'em.",25,0,.,'em.
1176,"An' then - an' this is the real myst'ry of the thing - he tried to kill you, too.",81,0,.,too.
1177,"Wanted ter make a clean job of it, I suppose, or maybe he just liked killin' by then.",85,0,.,then.
1178,But he couldn't do it.,22,0,.,it.
1179,Never wondered how you got that mark on yer forehead?,53,0,?,forehead?
1180,That was no ordinary cut.,25,0,.,cut.
1181,"That's what yeh get when a powerful, evil curse touches yeh - took care of yer mum an' dad an' yer house, even - but it didn't work on you, an' that's why yer famous, Harry.",173,0,.,Harry.
1182,"No one ever lived after he decided ter kill 'em, no one except you, an' he'd killed some o' the best witches an' wizards of the age - the McKinnons, the Bones, the Prewetts - an' you was only a baby, an' you lived.""
",216,1,"""","lived.""
"
1183,Something very painful was going on in Harry's mind.,52,0,.,mind.
1184,"As Hagrid's story came to a close, he saw again the blinding flash of green light, more clearly than he had ever remembered it before - and he remembered something else, for the first time in his life: a high, cold, cruel laugh.
",229,1,.,"laugh.
"
1185,"Hagrid was watching him sadly.
",31,1,.,"sadly.
"
1186,"""Took yeh from the ruined house myself, on Dumbledore's orders.",63,0,.,orders.
1187,"Brought yeh ter this lot ...""
",30,1,"""","...""
"
1188,"""Load of old tosh,"" said Uncle Vernon.",38,0,.,Vernon.
1189,Harry jumped; he had almost forgotten that the Dursleys were there.,67,0,.,there.
1190,Uncle Vernon certainly seemed to have got back his courage.,59,0,.,courage.
1191,"He was glaring at Hagrid and his fists were clenched.
",54,1,.,"clenched.
"
1192,"""Now, you listen here, boy,"" he snarled, ""I accept there's something strange about you, probably nothing a good beating wouldn't have cured - and as for all this about your parents, well, they were weirdos, no denying it, and the world's better off without them in my opinion - asked for all they got, getting mixed up with these wizarding types - just what I expected, always knew they'd come to a sticky end - ""
",414,1,"""","""
"
1193,"But at that moment, Hagrid leapt from the sofa and drew a battered pink umbrella from inside his coat.",102,0,.,coat.
1194,"Pointing this at Uncle Vernon like a sword, he said, ""I'm warning you, Dursley - I'm warning you - one more word ...""
",118,1,"""","...""
"
1195,"In danger of being speared on the end of an umbrella by a bearded giant, Uncle Vernon's courage failed again; he flattened himself against the wall and fell silent.
",165,1,.,"silent.
"
1196,"""That's better,"" said Hagrid, breathing heavily and sitting back down on the sofa, which this time sagged right down to the floor.
",131,1,.,"floor.
"
1197,"Harry, meanwhile, still had questions to ask, hundreds of them.
",64,1,.,"them.
"
1198,"""But what happened to Vol-, sorry - I mean, You- Know-Who?""
",60,1,"""","Know-Who?""
"
1199,"""Good question, Harry.",22,0,.,Harry.
